,input,sensor_type,image_size,resolution_(DPI),nfiq1_quality,nfiq2_quality,minutiae_sourceafis,minutiae_mindtct_m1=0,minutiae_mindtct_m1=1,minutiae_fingerjet
1903,_home_Analise_digitais_2004_DB2_103_103_8,optical sensor Digital Persona,328x364,500,3,30,36,62,62,74
1904,_home_Analise_digitais_2004_DB1_77_77_2,optical sensor CrossMatch,640x480,500,3,4,26,61,61,66
1905,_home_Analise_digitais_2004_DB3_85_85_7,thermal sweeping sensor Atmel,300x480,512,2,41,51,70,70,67
1906,_home_Analise_digitais_2004_DB1_21_21_8,optical sensor CrossMatch,640x480,500,2,31,47,59,59,100
1907,_home_Analise_digitais_2004_DB4_94_94_8,synthetic fingerprint generation,288x384,500,2,33,34,53,53,58
1908,_home_Analise_digitais_2004_DB3_39_39_2,thermal sweeping sensor Atmel,300x480,512,1,51,36,81,81,64
1909,_home_Analise_digitais_2004_DB1_79_79_8,optical sensor CrossMatch,640x480,500,1,38,75,84,84,91
1910,_home_Analise_digitais_2004_DB3_66_66_6,thermal sweeping sensor Atmel,300x480,512,1,50,67,94,94,72
1911,_home_Analise_digitais_2004_DB3_98_98_1,thermal sweeping sensor Atmel,300x480,512,1,41,38,94,94,70
1912,_home_Analise_digitais_2004_DB2_55_55_7,optical sensor Digital Persona,328x364,500,3,25,34,44,44,44
1913,_home_Analise_digitais_2004_DB2_32_32_3,optical sensor Digital Persona,328x364,500,1,51,44,75,75,64
1914,_home_Analise_digitais_2004_DB4_80_80_1,synthetic fingerprint generation,288x384,500,1,29,28,44,44,43
1915,_home_Analise_digitais_2004_DB1_96_96_2,optical sensor CrossMatch,640x480,500,3,10,25,53,53,68
1916,_home_Analise_digitais_2004_DB3_73_73_8,thermal sweeping sensor Atmel,300x480,512,1,32,44,94,94,83
1917,_home_Analise_digitais_2004_DB3_100_100_6,thermal sweeping sensor Atmel,300x480,512,1,41,43,96,96,66
1918,_home_Analise_digitais_2004_DB4_32_32_1,synthetic fingerprint generation,288x384,500,1,53,38,47,47,51
1919,_home_Analise_digitais_2004_DB1_76_76_2,optical sensor CrossMatch,640x480,500,1,25,18,52,52,31
1920,_home_Analise_digitais_2004_DB2_21_21_4,optical sensor Digital Persona,328x364,500,1,36,50,54,54,60
1921,_home_Analise_digitais_2004_DB2_21_21_1,optical sensor Digital Persona,328x364,500,2,16,36,48,48,41
1922,_home_Analise_digitais_2004_DB3_37_37_3,thermal sweeping sensor Atmel,300x480,512,2,51,44,75,75,79
1923,_home_Analise_digitais_2004_DB1_40_40_5,optical sensor CrossMatch,640x480,500,1,48,41,59,59,59
1924,_home_Analise_digitais_2004_DB1_102_102_5,optical sensor CrossMatch,640x480,500,2,57,36,57,57,50
1925,_home_Analise_digitais_2004_DB2_13_13_4,optical sensor Digital Persona,328x364,500,2,10,29,51,51,73
1926,_home_Analise_digitais_2004_DB2_110_110_4,optical sensor Digital Persona,328x364,500,1,58,39,52,52,59
1927,_home_Analise_digitais_2004_DB4_5_5_6,synthetic fingerprint generation,288x384,500,3,15,50,78,78,111
1928,_home_Analise_digitais_2004_DB1_37_37_5,optical sensor CrossMatch,640x480,500,1,48,31,60,60,46
1929,_home_Analise_digitais_2004_DB2_8_8_3,optical sensor Digital Persona,328x364,500,2,56,32,45,45,47
1930,_home_Analise_digitais_2004_DB4_54_54_3,synthetic fingerprint generation,288x384,500,1,24,53,58,58,80
1931,_home_Analise_digitais_2004_DB1_6_6_8,optical sensor CrossMatch,640x480,500,1,56,49,66,66,66
1932,_home_Analise_digitais_2004_DB4_25_25_8,synthetic fingerprint generation,288x384,500,1,46,42,54,54,53
1933,_home_Analise_digitais_2004_DB2_20_20_2,optical sensor Digital Persona,328x364,500,2,17,17,34,34,24
1934,_home_Analise_digitais_2004_DB3_45_45_4,thermal sweeping sensor Atmel,300x480,512,1,33,27,73,73,48
1935,_home_Analise_digitais_2004_DB4_93_93_3,synthetic fingerprint generation,288x384,500,2,44,27,30,30,40
1936,_home_Analise_digitais_2004_DB3_57_57_2,thermal sweeping sensor Atmel,300x480,512,3,30,98,113,113,182
1937,_home_Analise_digitais_2004_DB1_37_37_3,optical sensor CrossMatch,640x480,500,1,56,29,57,57,50
1938,_home_Analise_digitais_2004_DB1_98_98_8,optical sensor CrossMatch,640x480,500,1,20,54,82,82,116
1939,_home_Analise_digitais_2004_DB1_16_16_2,optical sensor CrossMatch,640x480,500,1,51,26,47,47,38
1940,_home_Analise_digitais_2004_DB4_77_77_4,synthetic fingerprint generation,288x384,500,5,0,34,66,66,126
1941,_home_Analise_digitais_2004_DB3_35_35_1,thermal sweeping sensor Atmel,300x480,512,1,32,75,112,112,155
1942,_home_Analise_digitais_2004_DB3_2_2_5,thermal sweeping sensor Atmel,300x480,512,2,47,30,79,79,68
1943,_home_Analise_digitais_2004_DB2_39_39_1,optical sensor Digital Persona,328x364,500,2,41,30,44,44,44
1944,_home_Analise_digitais_2004_DB2_68_68_1,optical sensor Digital Persona,328x364,500,2,47,26,59,59,54
1945,_home_Analise_digitais_2004_DB4_77_77_2,synthetic fingerprint generation,288x384,500,3,4,37,52,52,83
1946,_home_Analise_digitais_2004_DB1_89_89_2,optical sensor CrossMatch,640x480,500,1,52,40,59,59,57
1947,_home_Analise_digitais_2004_DB2_51_51_6,optical sensor Digital Persona,328x364,500,3,29,23,41,41,46
1948,_home_Analise_digitais_2004_DB3_78_78_2,thermal sweeping sensor Atmel,300x480,512,2,52,55,87,87,84
1949,_home_Analise_digitais_2004_DB3_98_98_6,thermal sweeping sensor Atmel,300x480,512,1,44,46,69,69,68
1950,_home_Analise_digitais_2004_DB3_70_70_6,thermal sweeping sensor Atmel,300x480,512,1,33,55,95,95,100
1951,_home_Analise_digitais_2004_DB3_11_11_2,thermal sweeping sensor Atmel,300x480,512,1,38,58,106,106,105
1952,_home_Analise_digitais_2004_DB4_103_103_4,synthetic fingerprint generation,288x384,500,1,44,29,48,48,46
1953,_home_Analise_digitais_2004_DB1_86_86_8,optical sensor CrossMatch,640x480,500,4,21,120,148,148,191
1954,_home_Analise_digitais_2004_DB1_109_109_6,optical sensor CrossMatch,640x480,500,3,16,33,55,55,66
1955,_home_Analise_digitais_2004_DB4_42_42_6,synthetic fingerprint generation,288x384,500,3,30,22,36,36,36
1956,_home_Analise_digitais_2004_DB1_79_79_4,optical sensor CrossMatch,640x480,500,1,44,42,71,71,68
1957,_home_Analise_digitais_2004_DB1_46_46_1,optical sensor CrossMatch,640x480,500,1,50,35,46,46,68
1958,_home_Analise_digitais_2004_DB2_65_65_5,optical sensor Digital Persona,328x364,500,3,50,16,42,42,35
1959,_home_Analise_digitais_2004_DB4_30_30_6,synthetic fingerprint generation,288x384,500,1,50,46,69,69,56
1960,_home_Analise_digitais_2004_DB1_69_69_7,optical sensor CrossMatch,640x480,500,1,40,35,66,66,51
1961,_home_Analise_digitais_2004_DB2_45_45_1,optical sensor Digital Persona,328x364,500,3,20,29,40,40,40
1962,_home_Analise_digitais_2004_DB3_9_9_2,thermal sweeping sensor Atmel,300x480,512,3,30,47,98,98,91
1963,_home_Analise_digitais_2004_DB3_77_77_3,thermal sweeping sensor Atmel,300x480,512,2,42,47,87,87,98
1964,_home_Analise_digitais_2004_DB1_97_97_4,optical sensor CrossMatch,640x480,500,1,58,29,51,51,37
1965,_home_Analise_digitais_2004_DB4_101_101_1,synthetic fingerprint generation,288x384,500,5,0,33,71,71,209
1966,_home_Analise_digitais_2004_DB4_28_28_4,synthetic fingerprint generation,288x384,500,2,38,38,48,48,74
1967,_home_Analise_digitais_2004_DB4_88_88_1,synthetic fingerprint generation,288x384,500,3,13,45,64,64,83
1968,_home_Analise_digitais_2004_DB1_82_82_7,optical sensor CrossMatch,640x480,500,3,45,39,51,51,67
1969,_home_Analise_digitais_2004_DB3_92_92_2,thermal sweeping sensor Atmel,300x480,512,4,26,100,135,135,159
1970,_home_Analise_digitais_2004_DB2_60_60_1,optical sensor Digital Persona,328x364,500,2,35,48,72,72,75
1971,_home_Analise_digitais_2004_DB4_107_107_6,synthetic fingerprint generation,288x384,500,2,41,25,34,34,38
1972,_home_Analise_digitais_2004_DB3_84_84_3,thermal sweeping sensor Atmel,300x480,512,1,51,52,81,81,83
1973,_home_Analise_digitais_2004_DB4_90_90_6,synthetic fingerprint generation,288x384,500,1,43,37,54,54,55
1974,_home_Analise_digitais_2004_DB1_8_8_8,optical sensor CrossMatch,640x480,500,1,45,55,59,59,67
1975,_home_Analise_digitais_2004_DB2_40_40_2,optical sensor Digital Persona,328x364,500,2,25,26,57,57,32
1976,_home_Analise_digitais_2004_DB3_88_88_5,thermal sweeping sensor Atmel,300x480,512,2,39,54,83,83,90
1977,_home_Analise_digitais_2004_DB3_43_43_1,thermal sweeping sensor Atmel,300x480,512,2,41,54,79,79,85
1978,_home_Analise_digitais_2004_DB3_7_7_6,thermal sweeping sensor Atmel,300x480,512,1,52,41,83,83,55
1979,_home_Analise_digitais_2004_DB2_23_23_4,optical sensor Digital Persona,328x364,500,2,21,33,41,41,44
1980,_home_Analise_digitais_2004_DB4_12_12_5,synthetic fingerprint generation,288x384,500,1,34,49,74,74,79
1981,_home_Analise_digitais_2004_DB4_53_53_3,synthetic fingerprint generation,288x384,500,3,26,26,34,34,43
1982,_home_Analise_digitais_2004_DB3_59_59_7,thermal sweeping sensor Atmel,300x480,512,1,42,59,103,103,104
1983,_home_Analise_digitais_2004_DB4_62_62_5,synthetic fingerprint generation,288x384,500,3,45,35,49,49,44
1984,_home_Analise_digitais_2004_DB1_110_110_8,optical sensor CrossMatch,640x480,500,3,6,61,71,71,127
1985,_home_Analise_digitais_2004_DB1_92_92_2,optical sensor CrossMatch,640x480,500,1,58,43,70,70,56
1986,_home_Analise_digitais_2004_DB2_61_61_2,optical sensor Digital Persona,328x364,500,3,20,24,27,27,28
1987,_home_Analise_digitais_2004_DB1_19_19_5,optical sensor CrossMatch,640x480,500,1,41,41,63,63,48
1988,_home_Analise_digitais_2004_DB2_2_2_4,optical sensor Digital Persona,328x364,500,1,46,34,62,62,49
1989,_home_Analise_digitais_2004_DB1_22_22_7,optical sensor CrossMatch,640x480,500,1,43,56,84,84,80
1990,_home_Analise_digitais_2004_DB1_99_99_2,optical sensor CrossMatch,640x480,500,1,11,23,40,40,31
1991,_home_Analise_digitais_2004_DB1_77_77_5,optical sensor CrossMatch,640x480,500,1,45,40,62,62,48
1992,_home_Analise_digitais_2004_DB1_69_69_8,optical sensor CrossMatch,640x480,500,1,45,39,76,76,42
1993,_home_Analise_digitais_2004_DB3_70_70_2,thermal sweeping sensor Atmel,300x480,512,3,32,27,66,66,56
1994,_home_Analise_digitais_2004_DB1_95_95_7,optical sensor CrossMatch,640x480,500,2,36,24,39,39,38
1995,_home_Analise_digitais_2004_DB2_79_79_7,optical sensor Digital Persona,328x364,500,3,14,30,42,42,35
1996,_home_Analise_digitais_2004_DB2_8_8_1,optical sensor Digital Persona,328x364,500,2,43,30,64,64,53
1997,_home_Analise_digitais_2004_DB4_8_8_7,synthetic fingerprint generation,288x384,500,3,21,28,33,33,45
1998,_home_Analise_digitais_2004_DB1_41_41_1,optical sensor CrossMatch,640x480,500,1,46,37,67,67,51
1999,_home_Analise_digitais_2004_DB4_56_56_7,synthetic fingerprint generation,288x384,500,1,44,50,66,66,75
2000,_home_Analise_digitais_2004_DB3_14_14_1,thermal sweeping sensor Atmel,300x480,512,1,34,75,93,93,131
2001,_home_Analise_digitais_2004_DB1_82_82_1,optical sensor CrossMatch,640x480,500,2,55,27,49,49,31
2002,_home_Analise_digitais_2004_DB4_98_98_8,synthetic fingerprint generation,288x384,500,2,34,30,37,37,52
2003,_home_Analise_digitais_2004_DB2_47_47_1,optical sensor Digital Persona,328x364,500,3,19,23,36,36,20
2004,_home_Analise_digitais_2004_DB4_106_106_3,synthetic fingerprint generation,288x384,500,2,18,25,49,49,55
2005,_home_Analise_digitais_2004_DB2_2_2_2,optical sensor Digital Persona,328x364,500,5,3,11,28,28,16
2006,_home_Analise_digitais_2004_DB3_14_14_8,thermal sweeping sensor Atmel,300x480,512,1,61,58,93,93,89
2007,_home_Analise_digitais_2004_DB2_58_58_6,optical sensor Digital Persona,328x364,500,2,54,29,63,63,46
2008,_home_Analise_digitais_2004_DB4_86_86_3,synthetic fingerprint generation,288x384,500,2,20,38,50,50,65
2009,_home_Analise_digitais_2004_DB2_80_80_7,optical sensor Digital Persona,328x364,500,2,31,59,61,61,87
2010,_home_Analise_digitais_2004_DB1_41_41_7,optical sensor CrossMatch,640x480,500,1,36,29,49,49,42
2011,_home_Analise_digitais_2004_DB4_61_61_1,synthetic fingerprint generation,288x384,500,2,44,32,46,46,45
2012,_home_Analise_digitais_2004_DB4_45_45_1,synthetic fingerprint generation,288x384,500,1,38,33,48,48,47
2013,_home_Analise_digitais_2004_DB1_19_19_8,optical sensor CrossMatch,640x480,500,3,19,49,70,70,119
2014,_home_Analise_digitais_2004_DB1_45_45_3,optical sensor CrossMatch,640x480,500,1,61,33,44,44,51
2015,_home_Analise_digitais_2004_DB4_31_31_1,synthetic fingerprint generation,288x384,500,2,30,37,57,57,82
2016,_home_Analise_digitais_2004_DB2_36_36_7,optical sensor Digital Persona,328x364,500,3,2,19,38,38,33
2017,_home_Analise_digitais_2004_DB4_16_16_3,synthetic fingerprint generation,288x384,500,1,46,55,69,69,81
2018,_home_Analise_digitais_2004_DB1_19_19_4,optical sensor CrossMatch,640x480,500,3,24,32,55,55,55
2019,_home_Analise_digitais_2004_DB2_108_108_3,optical sensor Digital Persona,328x364,500,2,46,32,52,52,55
2020,_home_Analise_digitais_2004_DB3_96_96_1,thermal sweeping sensor Atmel,300x480,512,4,100,106,159,159,0
2021,_home_Analise_digitais_2004_DB3_30_30_1,thermal sweeping sensor Atmel,300x480,512,1,43,70,100,100,134
2022,_home_Analise_digitais_2004_DB3_57_57_5,thermal sweeping sensor Atmel,300x480,512,4,37,49,86,86,116
2023,_home_Analise_digitais_2004_DB2_102_102_5,optical sensor Digital Persona,328x364,500,3,9,6,25,25,7
2024,_home_Analise_digitais_2004_DB1_47_47_7,optical sensor CrossMatch,640x480,500,1,53,50,71,71,66
2025,_home_Analise_digitais_2004_DB1_76_76_1,optical sensor CrossMatch,640x480,500,1,41,46,77,77,90
2026,_home_Analise_digitais_2004_DB4_21_21_7,synthetic fingerprint generation,288x384,500,2,42,19,36,36,27
2027,_home_Analise_digitais_2004_DB1_47_47_5,optical sensor CrossMatch,640x480,500,1,59,40,59,59,53
2028,_home_Analise_digitais_2004_DB2_109_109_8,optical sensor Digital Persona,328x364,500,3,14,62,74,74,116
2029,_home_Analise_digitais_2004_DB4_13_13_6,synthetic fingerprint generation,288x384,500,1,17,33,58,58,88
2030,_home_Analise_digitais_2004_DB3_42_42_4,thermal sweeping sensor Atmel,300x480,512,3,17,52,108,108,103
2031,_home_Analise_digitais_2004_DB3_76_76_2,thermal sweeping sensor Atmel,300x480,512,3,31,92,144,144,193
2032,_home_Analise_digitais_2004_DB2_16_16_8,optical sensor Digital Persona,328x364,500,2,27,48,72,72,100
2033,_home_Analise_digitais_2004_DB1_105_105_8,optical sensor CrossMatch,640x480,500,1,51,54,89,89,90
2034,_home_Analise_digitais_2004_DB3_61_61_8,thermal sweeping sensor Atmel,300x480,512,4,29,109,135,135,185
2035,_home_Analise_digitais_2004_DB4_23_23_3,synthetic fingerprint generation,288x384,500,3,15,23,55,55,49
2036,_home_Analise_digitais_2004_DB2_107_107_1,optical sensor Digital Persona,328x364,500,5,2,66,107,107,143
2037,_home_Analise_digitais_2004_DB4_95_95_3,synthetic fingerprint generation,288x384,500,1,37,40,57,57,73
2038,_home_Analise_digitais_2004_DB2_94_94_1,optical sensor Digital Persona,328x364,500,3,31,21,42,42,34
2039,_home_Analise_digitais_2004_DB4_59_59_1,synthetic fingerprint generation,288x384,500,2,40,16,23,23,26
2040,_home_Analise_digitais_2004_DB3_42_42_2,thermal sweeping sensor Atmel,300x480,512,3,17,66,118,118,149
2041,_home_Analise_digitais_2004_DB2_89_89_2,optical sensor Digital Persona,328x364,500,3,6,29,34,34,46
2042,_home_Analise_digitais_2004_DB2_108_108_4,optical sensor Digital Persona,328x364,500,2,40,29,53,53,45
2043,_home_Analise_digitais_2004_DB2_39_39_4,optical sensor Digital Persona,328x364,500,2,45,35,55,55,50
2044,_home_Analise_digitais_2004_DB3_72_72_8,thermal sweeping sensor Atmel,300x480,512,3,19,61,81,81,98
2045,_home_Analise_digitais_2004_DB1_80_80_5,optical sensor CrossMatch,640x480,500,1,37,41,68,68,75
2046,_home_Analise_digitais_2004_DB3_45_45_6,thermal sweeping sensor Atmel,300x480,512,1,46,34,90,90,43
2047,_home_Analise_digitais_2004_DB4_104_104_4,synthetic fingerprint generation,288x384,500,3,26,28,36,36,60
2048,_home_Analise_digitais_2004_DB1_1_1_5,optical sensor CrossMatch,640x480,500,1,48,65,94,94,114
2049,_home_Analise_digitais_2004_DB3_99_99_8,thermal sweeping sensor Atmel,300x480,512,1,37,45,100,100,76
2050,_home_Analise_digitais_2004_DB3_67_67_1,thermal sweeping sensor Atmel,300x480,512,2,44,22,49,49,26
2051,_home_Analise_digitais_2004_DB4_79_79_3,synthetic fingerprint generation,288x384,500,1,31,33,49,49,39
2052,_home_Analise_digitais_2004_DB3_42_42_7,thermal sweeping sensor Atmel,300x480,512,3,26,47,100,100,107
2053,_home_Analise_digitais_2004_DB4_59_59_6,synthetic fingerprint generation,288x384,500,2,45,23,35,35,34
2054,_home_Analise_digitais_2004_DB3_8_8_8,thermal sweeping sensor Atmel,300x480,512,1,43,48,107,107,74
2055,_home_Analise_digitais_2004_DB4_38_38_2,synthetic fingerprint generation,288x384,500,3,13,47,69,69,115
2056,_home_Analise_digitais_2004_DB3_97_97_4,thermal sweeping sensor Atmel,300x480,512,2,45,45,81,81,89
2057,_home_Analise_digitais_2004_DB4_103_103_7,synthetic fingerprint generation,288x384,500,1,43,40,53,53,51
2058,_home_Analise_digitais_2004_DB2_90_90_8,optical sensor Digital Persona,328x364,500,3,9,45,106,106,124
2059,_home_Analise_digitais_2004_DB3_31_31_2,thermal sweeping sensor Atmel,300x480,512,1,46,74,86,86,130
2060,_home_Analise_digitais_2004_DB4_76_76_1,synthetic fingerprint generation,288x384,500,1,43,26,57,57,33
2061,_home_Analise_digitais_2004_DB4_19_19_8,synthetic fingerprint generation,288x384,500,1,37,44,48,48,42
2062,_home_Analise_digitais_2004_DB1_73_73_6,optical sensor CrossMatch,640x480,500,2,37,32,59,59,62
2063,_home_Analise_digitais_2004_DB4_5_5_5,synthetic fingerprint generation,288x384,500,2,23,52,74,74,118
2064,_home_Analise_digitais_2004_DB3_68_68_6,thermal sweeping sensor Atmel,300x480,512,1,49,45,69,69,60
2065,_home_Analise_digitais_2004_DB2_91_91_5,optical sensor Digital Persona,328x364,500,2,37,41,64,64,56
2066,_home_Analise_digitais_2004_DB2_76_76_5,optical sensor Digital Persona,328x364,500,2,44,33,48,48,46
2067,_home_Analise_digitais_2004_DB1_108_108_3,optical sensor CrossMatch,640x480,500,1,48,34,57,57,47
2068,_home_Analise_digitais_2004_DB3_104_104_5,thermal sweeping sensor Atmel,300x480,512,4,28,72,102,102,112
2069,_home_Analise_digitais_2004_DB2_8_8_8,optical sensor Digital Persona,328x364,500,4,21,56,60,60,89
2070,_home_Analise_digitais_2004_DB1_78_78_7,optical sensor CrossMatch,640x480,500,1,47,48,72,72,61
2071,_home_Analise_digitais_2004_DB3_92_92_3,thermal sweeping sensor Atmel,300x480,512,4,28,89,121,121,123
2072,_home_Analise_digitais_2004_DB3_31_31_4,thermal sweeping sensor Atmel,300x480,512,2,51,37,79,79,97
2073,_home_Analise_digitais_2004_DB3_79_79_7,thermal sweeping sensor Atmel,300x480,512,1,50,60,69,69,68
2074,_home_Analise_digitais_2004_DB4_33_33_1,synthetic fingerprint generation,288x384,500,1,47,35,61,61,57
2075,_home_Analise_digitais_2004_DB3_67_67_2,thermal sweeping sensor Atmel,300x480,512,2,56,17,38,38,28
2076,_home_Analise_digitais_2004_DB1_100_100_5,optical sensor CrossMatch,640x480,500,2,28,40,55,55,59
2077,_home_Analise_digitais_2004_DB1_67_67_4,optical sensor CrossMatch,640x480,500,1,37,46,60,60,47
2078,_home_Analise_digitais_2004_DB1_107_107_7,optical sensor CrossMatch,640x480,500,3,21,34,41,41,66
2079,_home_Analise_digitais_2004_DB3_40_40_7,thermal sweeping sensor Atmel,300x480,512,2,47,65,110,110,101
2080,_home_Analise_digitais_2004_DB3_40_40_4,thermal sweeping sensor Atmel,300x480,512,1,48,64,100,100,114
2081,_home_Analise_digitais_2004_DB4_54_54_4,synthetic fingerprint generation,288x384,500,3,12,56,68,68,76
2082,_home_Analise_digitais_2004_DB1_31_31_1,optical sensor CrossMatch,640x480,500,1,27,29,46,46,39
2083,_home_Analise_digitais_2004_DB4_22_22_7,synthetic fingerprint generation,288x384,500,3,23,34,53,53,85
2084,_home_Analise_digitais_2004_DB4_58_58_2,synthetic fingerprint generation,288x384,500,1,40,47,50,50,66
2085,_home_Analise_digitais_2004_DB1_76_76_4,optical sensor CrossMatch,640x480,500,1,44,45,81,81,62
2086,_home_Analise_digitais_2004_DB2_87_87_4,optical sensor Digital Persona,328x364,500,2,40,22,37,37,22
2087,_home_Analise_digitais_2004_DB4_53_53_2,synthetic fingerprint generation,288x384,500,2,39,24,34,34,32
2088,_home_Analise_digitais_2004_DB3_5_5_8,thermal sweeping sensor Atmel,300x480,512,1,49,51,97,97,82
2089,_home_Analise_digitais_2004_DB3_4_4_6,thermal sweeping sensor Atmel,300x480,512,1,46,46,85,85,79
2090,_home_Analise_digitais_2004_DB4_35_35_2,synthetic fingerprint generation,288x384,500,2,25,32,43,43,45
2091,_home_Analise_digitais_2004_DB2_107_107_4,optical sensor Digital Persona,328x364,500,5,7,41,59,59,88
2092,_home_Analise_digitais_2004_DB2_5_5_7,optical sensor Digital Persona,328x364,500,3,19,28,39,39,47
2093,_home_Analise_digitais_2004_DB4_26_26_4,synthetic fingerprint generation,288x384,500,3,22,32,46,46,47
2094,_home_Analise_digitais_2004_DB2_35_35_1,optical sensor Digital Persona,328x364,500,2,7,24,42,42,46
2095,_home_Analise_digitais_2004_DB4_74_74_4,synthetic fingerprint generation,288x384,500,2,34,32,47,47,64
2096,_home_Analise_digitais_2004_DB4_46_46_5,synthetic fingerprint generation,288x384,500,5,13,38,72,72,115
2097,_home_Analise_digitais_2004_DB1_22_22_2,optical sensor CrossMatch,640x480,500,2,9,18,50,50,36
2098,_home_Analise_digitais_2004_DB3_47_47_6,thermal sweeping sensor Atmel,300x480,512,1,49,25,74,74,41
2099,_home_Analise_digitais_2004_DB4_99_99_3,synthetic fingerprint generation,288x384,500,1,28,26,50,50,23
2100,_home_Analise_digitais_2004_DB2_20_20_8,optical sensor Digital Persona,328x364,500,2,32,30,51,51,60
2101,_home_Analise_digitais_2004_DB1_82_82_4,optical sensor CrossMatch,640x480,500,1,58,39,68,68,47
2102,_home_Analise_digitais_2004_DB3_69_69_2,thermal sweeping sensor Atmel,300x480,512,3,20,70,90,90,132
2103,_home_Analise_digitais_2004_DB2_39_39_3,optical sensor Digital Persona,328x364,500,3,40,38,65,65,52
2104,_home_Analise_digitais_2004_DB3_80_80_2,thermal sweeping sensor Atmel,300x480,512,1,49,54,91,91,102
2105,_home_Analise_digitais_2004_DB2_50_50_7,optical sensor Digital Persona,328x364,500,3,30,23,47,47,46
2106,_home_Analise_digitais_2004_DB3_96_96_8,thermal sweeping sensor Atmel,300x480,512,4,24,142,154,154,0
2107,_home_Analise_digitais_2004_DB2_94_94_7,optical sensor Digital Persona,328x364,500,5,9,4,32,32,7
2108,_home_Analise_digitais_2004_DB4_59_59_7,synthetic fingerprint generation,288x384,500,2,30,27,30,30,33
2109,_home_Analise_digitais_2004_DB1_94_94_4,optical sensor CrossMatch,640x480,500,1,44,56,95,95,87
2110,_home_Analise_digitais_2004_DB4_99_99_8,synthetic fingerprint generation,288x384,500,1,42,26,43,43,34
2111,_home_Analise_digitais_2004_DB3_3_3_1,thermal sweeping sensor Atmel,300x480,512,1,56,67,99,99,115
2112,_home_Analise_digitais_2004_DB2_76_76_6,optical sensor Digital Persona,328x364,500,2,24,35,60,60,44
2113,_home_Analise_digitais_2004_DB4_55_55_6,synthetic fingerprint generation,288x384,500,1,32,38,43,43,47
2114,_home_Analise_digitais_2004_DB1_109_109_1,optical sensor CrossMatch,640x480,500,2,39,43,67,67,88
2115,_home_Analise_digitais_2004_DB4_14_14_4,synthetic fingerprint generation,288x384,500,3,15,39,68,68,98
2116,_home_Analise_digitais_2004_DB4_91_91_7,synthetic fingerprint generation,288x384,500,1,43,33,54,54,46
2117,_home_Analise_digitais_2004_DB2_103_103_7,optical sensor Digital Persona,328x364,500,2,45,38,58,58,44
2118,_home_Analise_digitais_2004_DB2_81_81_5,optical sensor Digital Persona,328x364,500,2,52,44,68,68,70
2119,_home_Analise_digitais_2004_DB2_11_11_8,optical sensor Digital Persona,328x364,500,3,21,27,49,49,39
2120,_home_Analise_digitais_2004_DB4_48_48_7,synthetic fingerprint generation,288x384,500,2,31,21,27,27,25
2121,_home_Analise_digitais_2004_DB2_65_65_8,optical sensor Digital Persona,328x364,500,4,18,17,39,39,18
2122,_home_Analise_digitais_2004_DB3_17_17_8,thermal sweeping sensor Atmel,300x480,512,3,36,58,109,109,139
2123,_home_Analise_digitais_2004_DB3_110_110_2,thermal sweeping sensor Atmel,300x480,512,1,55,58,101,101,109
2124,_home_Analise_digitais_2004_DB1_72_72_1,optical sensor CrossMatch,640x480,500,2,24,39,51,51,54
2125,_home_Analise_digitais_2004_DB2_73_73_1,optical sensor Digital Persona,328x364,500,2,38,23,35,35,34
2126,_home_Analise_digitais_2004_DB1_61_61_7,optical sensor CrossMatch,640x480,500,2,37,33,44,44,46
2127,_home_Analise_digitais_2004_DB3_52_52_7,thermal sweeping sensor Atmel,300x480,512,2,47,32,72,72,48
2128,_home_Analise_digitais_2004_DB3_73_73_7,thermal sweeping sensor Atmel,300x480,512,2,30,33,92,92,78
2129,_home_Analise_digitais_2004_DB3_80_80_5,thermal sweeping sensor Atmel,300x480,512,1,53,53,111,111,87
2130,_home_Analise_digitais_2004_DB4_33_33_8,synthetic fingerprint generation,288x384,500,1,37,34,45,45,42
2131,_home_Analise_digitais_2004_DB1_6_6_3,optical sensor CrossMatch,640x480,500,2,51,22,40,40,31
2132,_home_Analise_digitais_2004_DB3_22_22_3,thermal sweeping sensor Atmel,300x480,512,2,55,25,60,60,41
2133,_home_Analise_digitais_2004_DB2_47_47_3,optical sensor Digital Persona,328x364,500,3,20,25,37,37,32
2134,_home_Analise_digitais_2004_DB2_99_99_8,optical sensor Digital Persona,328x364,500,5,0,76,85,85,165
2135,_home_Analise_digitais_2004_DB4_75_75_2,synthetic fingerprint generation,288x384,500,3,19,3,7,7,3
2136,_home_Analise_digitais_2004_DB1_31_31_6,optical sensor CrossMatch,640x480,500,1,39,45,57,57,63
2137,_home_Analise_digitais_2004_DB3_98_98_5,thermal sweeping sensor Atmel,300x480,512,1,56,41,97,97,63
2138,_home_Analise_digitais_2004_DB3_29_29_7,thermal sweeping sensor Atmel,300x480,512,4,28,169,167,167,0
2139,_home_Analise_digitais_2004_DB2_90_90_6,optical sensor Digital Persona,328x364,500,3,11,41,52,52,81
2140,_home_Analise_digitais_2004_DB2_26_26_5,optical sensor Digital Persona,328x364,500,2,36,40,65,65,58
2141,_home_Analise_digitais_2004_DB4_12_12_4,synthetic fingerprint generation,288x384,500,1,42,40,53,53,72
2142,_home_Analise_digitais_2004_DB4_15_15_6,synthetic fingerprint generation,288x384,500,2,36,28,52,52,59
